country,measure,year,passengers
DNK,PAS_BRD,2003,19254846
EST,PAS_BRD,2003,710069
GRC,PAS_BRD,2003,28165079
ESP,PAS_BRD,2003,120052804
FIN,PAS_BRD,2003,10454744
FRA,PAS_BRD,2003,96292351
HRV,PAS_BRD,2003,
HUN,PAS_BRD,2003,5010397
IRL,PAS_BRD,2003,19857444
ISL,PAS_BRD,2003,1561579
ITA,PAS_BRD,2003,74345629
LTU,PAS_BRD,2003,
LUX,PAS_BRD,2003,1449399
LVA,PAS_BRD,2003,711848
MNE,PAS_BRD,2003,
MKD,PAS_BRD,2003,
MLT,PAS_BRD,2003,2647726
NLD,PAS_BRD,2003,41143826
NOR,PAS_BRD,2003,20039822
POL,PAS_BRD,2003,
PRT,PAS_BRD,2003,18001767
ROU,PAS_BRD,2003,
RS,PAS_BRD,2003,
SWE,PAS_BRD,2003,20440596
SVN,PAS_BRD,2003,
SVK,PAS_BRD,2003,640521
TUR,PAS_BRD,2003,
GBR,PAS_BRD,2003,179388759
AUT,PAS_CRD,2003,15798652
BEL,PAS_CRD,2003,15095879
BGR,PAS_CRD,2003,
CHE,PAS_CRD,2003,25676117
CYP,PAS_CRD,2003,6077403
CZE,PAS_CRD,2003,7761268
DEU,PAS_CRD,2003,121181405
DNK,PAS_CRD,2003,361945
EST,PAS_CRD,2003,
GRC,PAS_CRD,2003,28165427
ESP,PAS_CRD,2003,120238878
FIN,PAS_CRD,2003,10516364
FRA,PAS_CRD,2003,96295691
HRV,PAS_CRD,2003,
HUN,PAS_CRD,2003,5010397
IRL,PAS_CRD,2003,
ISL,PAS_CRD,2003,1561578
ITA,PAS_CRD,2003,73917022
LTU,PAS_CRD,2003,721789
LUX,PAS_CRD,2003,
LVA,PAS_CRD,2003,
MNE,PAS_CRD,2003,
MKD,PAS_CRD,2003,
MLT,PAS_CRD,2003,2647642
NLD,PAS_CRD,2003,41168497
NOR,PAS_CRD,2003,18825090
POL,PAS_CRD,2003,
PRT,PAS_CRD,2003,17739078
ROU,PAS_CRD,2003,2717516
RS,PAS_CRD,2003,
SWE,PAS_CRD,2003,
SVN,PAS_CRD,2003,
SVK,PAS_CRD,2003,625861
GBR,PAS_CRD,2003,177905268
AUT,PAS_BRD,2002,15195431
BEL,PAS_BRD,2002,13761944
BGR,PAS_BRD,2002,
CHE,PAS_BRD,2002,26749186
CYP,PAS_BRD,2002,
CZE,PAS_BRD,2002,6616882
DEU,PAS_BRD,2002,116780151
DNK,PAS_BRD,2002,19729648
EST,PAS_BRD,2002,602925
GRC,PAS_BRD,2002,
ESP,PAS_BRD,2002,113020570
FIN,PAS_BRD,2002,10629140
FRA,PAS_BRD,2002,96530277
HRV,PAS_BRD,2002,
HUN,PAS_BRD,2002,4468821
IRL,PAS_BRD,2002,
ISL,PAS_BRD,2002,
ITA,PAS_BRD,2002,66122822
LTU,PAS_BRD,2002,
LUX,PAS_BRD,2002,1505195
LVA,PAS_BRD,2002,633322
MNE,PAS_BRD,2002,
MKD,PAS_BRD,2002,
MLT,PAS_BRD,2002,2639805
NLD,PAS_BRD,2002,40753336
NOR,PAS_BRD,2002,18887114
POL,PAS_BRD,2002,
PRT,PAS_BRD,2002,17669325
ROU,PAS_BRD,2002,
RS,PAS_BRD,2002,
SWE,PAS_BRD,2002,22039239
SVN,PAS_BRD,2002,
SVK,PAS_BRD,2002,498682
TUR,PAS_BRD,2002,
GBR,PAS_BRD,2002,170393777
AUT,PAS_CRD,2002,14943765
BEL,PAS_CRD,2002,13558962
BGR,PAS_CRD,2002,
CHE,PAS_CRD,2002,26747287
CYP,PAS_CRD,2002,
CZE,PAS_CRD,2002,6579480
DEU,PAS_CRD,2002,114383253
DNK,PAS_CRD,2002,
EST,PAS_CRD,2002,
GRC,PAS_CRD,2002,
ESP,PAS_CRD,2002,112237754
FIN,PAS_CRD,2002,10295754
FRA,PAS_CRD,2002,96533114
HRV,PAS_CRD,2002,
HUN,PAS_CRD,2002,4468821
IRL,PAS_CRD,2002,18235186
ISL,PAS_CRD,2002,
ITA,PAS_CRD,2002,65227580
LTU,PAS_CRD,2002,
LUX,PAS_CRD,2002,
LVA,PAS_CRD,2002,
MNE,PAS_CRD,2002,
MKD,PAS_CRD,2002,
MLT,PAS_CRD,2002,2639805
NLD,PAS_CRD,2002,41875323
NOR,PAS_CRD,2002,18631949
POL,PAS_CRD,2002,
PRT,PAS_CRD,2002,17383237
ROU,PAS_CRD,2002,2414809
RS,PAS_CRD,2002,
SWE,PAS_CRD,2002,
SVN,PAS_CRD,2002,
SVK,PAS_CRD,2002,497007
GBR,PAS_CRD,2002,168756893
AUT,PAS_BRD,2001,14697777
BEL,PAS_BRD,2001,19789038
BGR,PAS_BRD,2001,
CHE,PAS_BRD,2001,31046260
CYP,PAS_BRD,2001,8529105
CZE,PAS_BRD,2001,
DEU,PAS_BRD,2001,120092632
DNK,PAS_BRD,2001,19622503
EST,PAS_BRD,2001,570865
GRC,PAS_BRD,2001,
ESP,PAS_BRD,2001,114150434
FIN,PAS_BRD,2001,10406349
FRA,PAS_BRD,2001,
HRV,PAS_BRD,2001,
HUN,PAS_BRD,2001,4581559
IRL,PAS_BRD,2001,
ISL,PAS_BRD,2001,
ITA,PAS_BRD,2001,65964757
LTU,PAS_BRD,2001,
LUX,PAS_BRD,2001,1618723
LVA,PAS_BRD,2001,623543
MNE,PAS_BRD,2001,
MKD,PAS_BRD,2001,
MLT,PAS_BRD,2001,2836131
NLD,PAS_BRD,2001,39537720
NOR,PAS_BRD,2001,19994504
POL,PAS_BRD,2001,
PRT,PAS_BRD,2001,17570238
ROU,PAS_BRD,2001,
RS,PAS_BRD,2001,
SWE,PAS_BRD,2001,24109711
SVN,PAS_BRD,2001,
SVK,PAS_BRD,2001,430299
TUR,PAS_BRD,2001,
GBR,PAS_BRD,2001,164748300
AUT,PAS_CRD,2001,
BEL,PAS_CRD,2001,
BGR,PAS_CRD,2001,
CHE,PAS_CRD,2001,
CYP,PAS_CRD,2001,6539766
CZE,PAS_CRD,2001,
DEU,PAS_CRD,2001,118186356
DNK,PAS_CRD,2001,
EST,PAS_CRD,2001,
GRC,PAS_CRD,2001,
ESP,PAS_CRD,2001,112936603
FIN,PAS_CRD,2001,
FRA,PAS_CRD,2001,94390723
HRV,PAS_CRD,2001,
HUN,PAS_CRD,2001,
IRL,PAS_CRD,2001,17316121
ISL,PAS_CRD,2001,
ITA,PAS_CRD,2001,40289030
LTU,PAS_CRD,2001,
LUX,PAS_CRD,2001,
LVA,PAS_CRD,2001,
MNE,PAS_CRD,2001,
MKD,PAS_CRD,2001,
MLT,PAS_CRD,2001,2836131
NLD,PAS_CRD,2001,40671305
NOR,PAS_CRD,2001,
POL,PAS_CRD,2001,
PRT,PAS_CRD,2001,17310534
ROU,PAS_CRD,2001,2360467
RS,PAS_CRD,2001,
SWE,PAS_CRD,2001,
SVN,PAS_CRD,2001,
SVK,PAS_CRD,2001,414356
GBR,PAS_CRD,2001,163041375
AUT,PAS_BRD,2000,14766021
BEL,PAS_BRD,2000,
BGR,PAS_BRD,2000,
CHE,PAS_BRD,2000,33037945
CYP,PAS_BRD,2000,
CZE,PAS_BRD,2000,
DEU,PAS_BRD,2000,122932014
DNK,PAS_BRD,2000,
EST,PAS_BRD,2000,
GRC,PAS_BRD,2000,
ESP,PAS_BRD,2000,
FIN,PAS_BRD,2000,10319341
FRA,PAS_BRD,2000,
HRV,PAS_BRD,2000,
HUN,PAS_BRD,2000,
IRL,PAS_BRD,2000,
ISL,PAS_BRD,2000,
ITA,PAS_BRD,2000,67298558
LTU,PAS_BRD,2000,
LUX,PAS_BRD,2000,1655551
LVA,PAS_BRD,2000,
MNE,PAS_BRD,2000,
MKD,PAS_BRD,2000,
MLT,PAS_BRD,2000,
NLD,PAS_BRD,2000,
NOR,PAS_BRD,2000,20069238
POL,PAS_BRD,2000,
PRT,PAS_BRD,2000,
ROU,PAS_BRD,2000,
RS,PAS_BRD,2000,
SWE,PAS_BRD,2000,24327846
SVN,PAS_BRD,2000,
SVK,PAS_BRD,2000,
TUR,PAS_BRD,2000,
GBR,PAS_BRD,2000,164207592
AUT,PAS_CRD,2000,
BEL,PAS_CRD,2000,21594842
BGR,PAS_CRD,2000,
CHE,PAS_CRD,2000,
CYP,PAS_CRD,2000,
CZE,PAS_CRD,2000,
DEU,PAS_CRD,2000,120691010
DNK,PAS_CRD,2000,
EST,PAS_CRD,2000,
GRC,PAS_CRD,2000,30725465
ESP,PAS_CRD,2000,109971151
FIN,PAS_CRD,2000,10721453
FRA,PAS_CRD,2000,96366913
HRV,PAS_CRD,2000,
HUN,PAS_CRD,2000,
IRL,PAS_CRD,2000,16685717
ISL,PAS_CRD,2000,
ITA,PAS_CRD,2000,
LTU,PAS_CRD,2000,
LUX,PAS_CRD,2000,
LVA,PAS_CRD,2000,
MNE,PAS_CRD,2000,
MKD,PAS_CRD,2000,
MLT,PAS_CRD,2000,
NLD,PAS_CRD,2000,40626191
NOR,PAS_CRD,2000,
POL,PAS_CRD,2000,
PRT,PAS_CRD,2000,19572269
ROU,PAS_CRD,2000,
RS,PAS_CRD,2000,
SWE,PAS_CRD,2000,
SVN,PAS_CRD,2000,
SVK,PAS_CRD,2000,
GBR,PAS_CRD,2000,162339818
AUT,PAS_BRD,1999,13778419
BEL,PAS_BRD,1999,
BGR,PAS_BRD,1999,
CHE,PAS_BRD,1999,27676090
CYP,PAS_BRD,1999,
CZE,PAS_BRD,1999,
DEU,PAS_BRD,1999,114757385
DNK,PAS_BRD,1999,12392548
EST,PAS_BRD,1999,
GRC,PAS_BRD,1999,
ESP,PAS_BRD,1999,
FIN,PAS_BRD,1999,9963342
FRA,PAS_BRD,1999,
HRV,PAS_BRD,1999,
HUN,PAS_BRD,1999,
IRL,PAS_BRD,1999,0
ISL,PAS_BRD,1999,
ITA,PAS_BRD,1999,59555007
LTU,PAS_BRD,1999,
LUX,PAS_BRD,1999,1574031
LVA,PAS_BRD,1999,
MNE,PAS_BRD,1999,
MKD,PAS_BRD,1999,
MLT,PAS_BRD,1999,
NLD,PAS_BRD,1999,
NOR,PAS_BRD,1999,17974053
POL,PAS_BRD,1999,
PRT,PAS_BRD,1999,15796121
ROU,PAS_BRD,1999,
RS,PAS_BRD,1999,
SWE,PAS_BRD,1999,22891048
SVN,PAS_BRD,1999,
SVK,PAS_BRD,1999,
TUR,PAS_BRD,1999,
GBR,PAS_BRD,1999,153007415
AUT,PAS_CRD,1999,
BEL,PAS_CRD,1999,20002289
BGR,PAS_CRD,1999,
CHE,PAS_CRD,1999,27007844
CYP,PAS_CRD,1999,
CZE,PAS_CRD,1999,
DEU,PAS_CRD,1999,112191393
DNK,PAS_CRD,1999,
EST,PAS_CRD,1999,
GRC,PAS_CRD,1999,27593971
ESP,PAS_CRD,1999,101326370
FIN,PAS_CRD,1999,9796432
FRA,PAS_CRD,1999,90729435
HRV,PAS_CRD,1999,
HUN,PAS_CRD,1999,
IRL,PAS_CRD,1999,15235311
ISL,PAS_CRD,1999,
ITA,PAS_CRD,1999,
LTU,PAS_CRD,1999,
LUX,PAS_CRD,1999,
LVA,PAS_CRD,1999,
MNE,PAS_CRD,1999,
MKD,PAS_CRD,1999,
MLT,PAS_CRD,1999,
NLD,PAS_CRD,1999,37454145
NOR,PAS_CRD,1999,
POL,PAS_CRD,1999,
PRT,PAS_CRD,1999,14972855
ROU,PAS_CRD,1999,
RS,PAS_CRD,1999,
SWE,PAS_CRD,1999,
SVN,PAS_CRD,1999,
SVK,PAS_CRD,1999,
GBR,PAS_CRD,1999,151467129
AUT,PAS_BRD,1998,13208221
BEL,PAS_BRD,1998,18504949
BGR,PAS_BRD,1998,
CHE,PAS_BRD,1998,25700884
CYP,PAS_BRD,1998,
CZE,PAS_BRD,1998,
DEU,PAS_BRD,1998,107514963
DNK,PAS_BRD,1998,12220696
EST,PAS_BRD,1998,
GRC,PAS_BRD,1998,
ESP,PAS_BRD,1998,
FIN,PAS_BRD,1998,9647064
FRA,PAS_BRD,1998,
HRV,PAS_BRD,1998,
HUN,PAS_BRD,1998,
IRL,PAS_BRD,1998,
ISL,PAS_BRD,1998,
ITA,PAS_BRD,1998,
LTU,PAS_BRD,1998,
LUX,PAS_BRD,1998,1486850
LVA,PAS_BRD,1998,
MNE,PAS_BRD,1998,
MKD,PAS_BRD,1998,
MLT,PAS_BRD,1998,
NLD,PAS_BRD,1998,448476
NOR,PAS_BRD,1998,
POL,PAS_BRD,1998,
PRT,PAS_BRD,1998,14662382
ROU,PAS_BRD,1998,
RS,PAS_BRD,1998,
SWE,PAS_BRD,1998,21056309
SVN,PAS_BRD,1998,
SVK,PAS_BRD,1998,
TUR,PAS_BRD,1998,
GBR,PAS_BRD,1998,144502206
AUT,PAS_CRD,1998,
BEL,PAS_CRD,1998,18481800
BGR,PAS_CRD,1998,
CHE,PAS_CRD,1998,24741620
CYP,PAS_CRD,1998,
CZE,PAS_CRD,1998,
DEU,PAS_CRD,1998,104533962
DNK,PAS_CRD,1998,
EST,PAS_CRD,1998,
GRC,PAS_CRD,1998,24103793
ESP,PAS_CRD,1998,68767908
FIN,PAS_CRD,1998,9983372
FRA,PAS_CRD,1998,84621906
HRV,PAS_CRD,1998,
HUN,PAS_CRD,1998,
IRL,PAS_CRD,1998,13274833
ISL,PAS_CRD,1998,
ITA,PAS_CRD,1998,35052392
LTU,PAS_CRD,1998,
LUX,PAS_CRD,1998,
LVA,PAS_CRD,1998,
MNE,PAS_CRD,1998,
MKD,PAS_CRD,1998,
MLT,PAS_CRD,1998,
NLD,PAS_CRD,1998,34856920
NOR,PAS_CRD,1998,
POL,PAS_CRD,1998,
PRT,PAS_CRD,1998,13694126
ROU,PAS_CRD,1998,
RS,PAS_CRD,1998,
SWE,PAS_CRD,1998,
SVN,PAS_CRD,1998,
SVK,PAS_CRD,1998,
GBR,PAS_CRD,1998,142897783
AUT,PAS_BRD,1997,12206401
BEL,PAS_BRD,1997,15805002
BGR,PAS_BRD,1997,
CHE,PAS_BRD,1997,24409270
CYP,PAS_BRD,1997,
CZE,PAS_BRD,1997,
DEU,PAS_BRD,1997,96157840
DNK,PAS_BRD,1997,16614473
EST,PAS_BRD,1997,
GRC,PAS_BRD,1997,
ESP,PAS_BRD,1997,
FIN,PAS_BRD,1997,2810058
FRA,PAS_BRD,1997,
HRV,PAS_BRD,1997,
HUN,PAS_BRD,1997,
IRL,PAS_BRD,1997,
ISL,PAS_BRD,1997,
ITA,PAS_BRD,1997,
LTU,PAS_BRD,1997,
LUX,PAS_BRD,1997,1423244
LVA,PAS_BRD,1997,
MNE,PAS_BRD,1997,
MKD,PAS_BRD,1997,
MLT,PAS_BRD,1997,
NLD,PAS_BRD,1997,403185
NOR,PAS_BRD,1997,
POL,PAS_BRD,1997,
PRT,PAS_BRD,1997,13031799
ROU,PAS_BRD,1997,
RS,PAS_BRD,1997,
SWE,PAS_BRD,1997,19576775
SVN,PAS_BRD,1997,
SVK,PAS_BRD,1997,
TUR,PAS_BRD,1997,
GBR,PAS_BRD,1997,115209003
AUT,PAS_CRD,1997,
BEL,PAS_CRD,1997,15923010
BGR,PAS_CRD,1997,
CHE,PAS_CRD,1997,23375670
CYP,PAS_CRD,1997,
CZE,PAS_CRD,1997,
DEU,PAS_CRD,1997,93978791
DNK,PAS_CRD,1997,
EST,PAS_CRD,1997,
GRC,PAS_CRD,1997,18611962
ESP,PAS_CRD,1997,62173233
FIN,PAS_CRD,1997,6441657
FRA,PAS_CRD,1997,79333292
HRV,PAS_CRD,1997,
HUN,PAS_CRD,1997,
IRL,PAS_CRD,1997,12373093
ISL,PAS_CRD,1997,
ITA,PAS_CRD,1997,53430518
LTU,PAS_CRD,1997,
LUX,PAS_CRD,1997,
LVA,PAS_CRD,1997,
MNE,PAS_CRD,1997,
MKD,PAS_CRD,1997,
MLT,PAS_CRD,1997,
NLD,PAS_CRD,1997,31835635
NOR,PAS_CRD,1997,
POL,PAS_CRD,1997,
PRT,PAS_CRD,1997,12143767
ROU,PAS_CRD,1997,
RS,PAS_CRD,1997,
SWE,PAS_CRD,1997,
SVN,PAS_CRD,1997,
SVK,PAS_CRD,1997,
GBR,PAS_CRD,1997,114155365
AUT,PAS_BRD,1996,11341868
BEL,PAS_BRD,1996,318366
BGR,PAS_BRD,1996,
CHE,PAS_BRD,1996,22092190
CYP,PAS_BRD,1996,
CZE,PAS_BRD,1996,
DEU,PAS_BRD,1996,90137141
DNK,PAS_BRD,1996,15698999
EST,PAS_BRD,1996,
GRC,PAS_BRD,1996,
ESP,PAS_BRD,1996,
FIN,PAS_BRD,1996,
FRA,PAS_BRD,1996,
HRV,PAS_BRD,1996,
HUN,PAS_BRD,1996,
IRL,PAS_BRD,1996,
ISL,PAS_BRD,1996,
ITA,PAS_BRD,1996,
LTU,PAS_BRD,1996,
LUX,PAS_BRD,1996,1272354
LVA,PAS_BRD,1996,
MNE,PAS_BRD,1996,
MKD,PAS_BRD,1996,
MLT,PAS_BRD,1996,
NLD,PAS_BRD,1996,371942
NOR,PAS_BRD,1996,
POL,PAS_BRD,1996,
PRT,PAS_BRD,1996,12261369
ROU,PAS_BRD,1996,
RS,PAS_BRD,1996,
SWE,PAS_BRD,1996,18124079
SVN,PAS_BRD,1996,
SVK,PAS_BRD,1996,
TUR,PAS_BRD,1996,
GBR,PAS_BRD,1996,105900412
AUT,PAS_CRD,1996,
BEL,PAS_CRD,1996,13354702
BGR,PAS_CRD,1996,
CHE,PAS_CRD,1996,21329039
CYP,PAS_CRD,1996,
CZE,PAS_CRD,1996,
DEU,PAS_CRD,1996,87901604
DNK,PAS_CRD,1996,
EST,PAS_CRD,1996,
GRC,PAS_CRD,1996,17709200
ESP,PAS_CRD,1996,57052551
FIN,PAS_CRD,1996,
FRA,PAS_CRD,1996,48976296
HRV,PAS_CRD,1996,
HUN,PAS_CRD,1996,
IRL,PAS_CRD,1996,9915730
ISL,PAS_CRD,1996,
ITA,PAS_CRD,1996,48358178
LTU,PAS_CRD,1996,
LUX,PAS_CRD,1996,
LVA,PAS_CRD,1996,
MNE,PAS_CRD,1996,
MKD,PAS_CRD,1996,
MLT,PAS_CRD,1996,
NLD,PAS_CRD,1996,28045730
NOR,PAS_CRD,1996,
POL,PAS_CRD,1996,
PRT,PAS_CRD,1996,11478794
ROU,PAS_CRD,1996,
RS,PAS_CRD,1996,
SWE,PAS_CRD,1996,
SVN,PAS_CRD,1996,
SVK,PAS_CRD,1996,
GBR,PAS_CRD,1996,104921402
AUT,PAS_BRD,1995,10651260
BEL,PAS_BRD,1995,
BGR,PAS_BRD,1995,
CHE,PAS_BRD,1995,21679052
CYP,PAS_BRD,1995,
CZE,PAS_BRD,1995,
DEU,PAS_BRD,1995,87273538
DNK,PAS_BRD,1995,14636139
EST,PAS_BRD,1995,
GRC,PAS_BRD,1995,
ESP,PAS_BRD,1995,
FIN,PAS_BRD,1995,
FRA,PAS_BRD,1995,
HRV,PAS_BRD,1995,
HUN,PAS_BRD,1995,
IRL,PAS_BRD,1995,
ISL,PAS_BRD,1995,
ITA,PAS_BRD,1995,
LTU,PAS_BRD,1995,
LUX,PAS_BRD,1995,1259999
LVA,PAS_BRD,1995,
MNE,PAS_BRD,1995,
MKD,PAS_BRD,1995,
MLT,PAS_BRD,1995,
NLD,PAS_BRD,1995,340164
NOR,PAS_BRD,1995,
POL,PAS_BRD,1995,
PRT,PAS_BRD,1995,
ROU,PAS_BRD,1995,
RS,PAS_BRD,1995,
SWE,PAS_BRD,1995,17390233
SVN,PAS_BRD,1995,
SVK,PAS_BRD,1995,
TUR,PAS_BRD,1995,
GBR,PAS_BRD,1995,101972969
AUT,PAS_CRD,1995,
BEL,PAS_CRD,1995,12505217
BGR,PAS_CRD,1995,
CHE,PAS_CRD,1995,20501352
CYP,PAS_CRD,1995,
CZE,PAS_CRD,1995,
DEU,PAS_CRD,1995,84943369
DNK,PAS_CRD,1995,
EST,PAS_CRD,1995,
GRC,PAS_CRD,1995,19313135
ESP,PAS_CRD,1995,55025894
FIN,PAS_CRD,1995,
FRA,PAS_CRD,1995,44652838
HRV,PAS_CRD,1995,
HUN,PAS_CRD,1995,
IRL,PAS_CRD,1995,9781040
ISL,PAS_CRD,1995,
ITA,PAS_CRD,1995,44852540
LTU,PAS_CRD,1995,
LUX,PAS_CRD,1995,
LVA,PAS_CRD,1995,
MNE,PAS_CRD,1995,
MKD,PAS_CRD,1995,
MLT,PAS_CRD,1995,
NLD,PAS_CRD,1995,25544282
NOR,PAS_CRD,1995,
POL,PAS_CRD,1995,
PRT,PAS_CRD,1995,11299367
ROU,PAS_CRD,1995,
RS,PAS_CRD,1995,
SWE,PAS_CRD,1995,
SVN,PAS_CRD,1995,
SVK,PAS_CRD,1995,
GBR,PAS_CRD,1995,100971029
AUT,PAS_BRD,1994,9532544
BEL,PAS_BRD,1994,
BGR,PAS_BRD,1994,
CHE,PAS_BRD,1994,20612079
CYP,PAS_BRD,1994,
CZE,PAS_BRD,1994,
DEU,PAS_BRD,1994,66031294
DNK,PAS_BRD,1994,10575864
EST,PAS_BRD,1994,
GRC,PAS_BRD,1994,
ESP,PAS_BRD,1994,
FIN,PAS_BRD,1994,
FRA,PAS_BRD,1994,
HRV,PAS_BRD,1994,
HUN,PAS_BRD,1994,
IRL,PAS_BRD,1994,
ISL,PAS_BRD,1994,
ITA,PAS_BRD,1994,
LTU,PAS_BRD,1994,
LUX,PAS_BRD,1994,1188425
LVA,PAS_BRD,1994,
MNE,PAS_BRD,1994,
MKD,PAS_BRD,1994,
MLT,PAS_BRD,1994,
NLD,PAS_BRD,1994,318614
NOR,PAS_BRD,1994,
POL,PAS_BRD,1994,
PRT,PAS_BRD,1994,
ROU,PAS_BRD,1994,
RS,PAS_BRD,1994,
SWE,PAS_BRD,1994,11734781
SVN,PAS_BRD,1994,
SVK,PAS_BRD,1994,
TUR,PAS_BRD,1994,
GBR,PAS_BRD,1994,96787552
AUT,PAS_CRD,1994,
BEL,PAS_CRD,1994,11235430
BGR,PAS_CRD,1994,
CHE,PAS_CRD,1994,19357334
CYP,PAS_CRD,1994,
CZE,PAS_CRD,1994,
DEU,PAS_CRD,1994,64555531
DNK,PAS_CRD,1994,606937
EST,PAS_CRD,1994,
GRC,PAS_CRD,1994,20123470
ESP,PAS_CRD,1994,50552232
FIN,PAS_CRD,1994,
FRA,PAS_CRD,1994,44131762
HRV,PAS_CRD,1994,
HUN,PAS_CRD,1994,
IRL,PAS_CRD,1994,8101297
ISL,PAS_CRD,1994,
ITA,PAS_CRD,1994,26780183
LTU,PAS_CRD,1994,
LUX,PAS_CRD,1994,
LVA,PAS_CRD,1994,
MNE,PAS_CRD,1994,
MKD,PAS_CRD,1994,
MLT,PAS_CRD,1994,
NLD,PAS_CRD,1994,23649421
NOR,PAS_CRD,1994,
POL,PAS_CRD,1994,
PRT,PAS_CRD,1994,10581802
ROU,PAS_CRD,1994,
RS,PAS_CRD,1994,
SWE,PAS_CRD,1994,
SVN,PAS_CRD,1994,
SVK,PAS_CRD,1994,
GBR,PAS_CRD,1994,95858948
AUT,PAS_BRD,1993,8893689
BEL,PAS_BRD,1993,
BGR,PAS_BRD,1993,
CHE,PAS_BRD,1993,19236902
CYP,PAS_BRD,1993,
CZE,PAS_BRD,1993,
DEU,PAS_BRD,1993,60240266
DNK,PAS_BRD,1993,9610191
EST,PAS_BRD,1993,
GRC,PAS_BRD,1993,
ESP,PAS_BRD,1993,
FIN,PAS_BRD,1993,
FRA,PAS_BRD,1993,
HRV,PAS_BRD,1993,
HUN,PAS_BRD,1993,
IRL,PAS_BRD,1993,
ISL,PAS_BRD,1993,
ITA,PAS_BRD,1993,
LTU,PAS_BRD,1993,
LUX,PAS_BRD,1993,1052453
LVA,PAS_BRD,1993,
MNE,PAS_BRD,1993,
MKD,PAS_BRD,1993,
MLT,PAS_BRD,1993,
NLD,PAS_BRD,1993,304255
NOR,PAS_BRD,1993,
POL,PAS_BRD,1993,
PRT,PAS_BRD,1993,
ROU,PAS_BRD,1993,
RS,PAS_BRD,1993,
SWE,PAS_BRD,1993,5212198
SVN,PAS_BRD,1993,
SVK,PAS_BRD,1993,
TUR,PAS_BRD,1993,
GBR,PAS_BRD,1993,
AUT,PAS_CRD,1993,
BEL,PAS_CRD,1993,10028692
BGR,PAS_CRD,1993,
CHE,PAS_CRD,1993,18139840
CYP,PAS_CRD,1993,
CZE,PAS_CRD,1993,
DEU,PAS_CRD,1993,58845059
DNK,PAS_CRD,1993,270791
EST,PAS_CRD,1993,
GRC,PAS_CRD,1993,17317040
ESP,PAS_CRD,1993,45274592
FIN,PAS_CRD,1993,
FRA,PAS_CRD,1993,40715189
HRV,PAS_CRD,1993,
HUN,PAS_CRD,1993,
IRL,PAS_CRD,1993,5554914
ISL,PAS_CRD,1993,
ITA,PAS_CRD,1993,23680153
LTU,PAS_CRD,1993,
LUX,PAS_CRD,1993,
LVA,PAS_CRD,1993,
MNE,PAS_CRD,1993,
MKD,PAS_CRD,1993,
MLT,PAS_CRD,1993,
NLD,PAS_CRD,1993,20989607
NOR,PAS_CRD,1993,
POL,PAS_CRD,1993,
PRT,PAS_CRD,1993,8206870
ROU,PAS_CRD,1993,
RS,PAS_CRD,1993,
SWE,PAS_CRD,1993,1013272
SVN,PAS_CRD,1993,
SVK,PAS_CRD,1993,
GBR,PAS_CRD,1993,86372686
